id,snapshot_date,category_tag_id,category_name,region,open_count,new_count,closed_count,is_demo
410,2026-07-11,507,경영·비즈니스,경기,149,8,2,1
411,2026-07-10,507,경영·비즈니스,경기,145,4,4,1
412,2026-07-09,507,경영·비즈니스,경기,145,5,3,1
413,2026-07-08,507,경영·비즈니스,경기,147,5,2,1
414,2026-07-07,507,경영·비즈니스,경기,147,4,4,1
415,2026-07-06,507,경영·비즈니스,경기,142,5,5,1
416,2026-07-05,507,경영·비즈니스,경기,139,7,2,1
417,2026-07-04,507,경영·비즈니스,경기,143,4,4,1
418,2026-07-03,507,경영·비즈니스,경기,140,6,2,1
419,2026-07-02,507,경영·비즈니스,경기,137,5,4,1
420,2026-07-01,507,경영·비즈니스,경기,134,5,5,1
421,2026-07-14,521,법률·법집행기관,경기,11,0,0,0
422,2026-07-13,521,법률·법집행기관,경기,11,1,0,1
423,2026-07-12,521,법률·법집행기관,경기,11,0,0,1
424,2026-07-11,521,법률·법집행기관,경기,11,0,0,1
425,2026-07-10,521,법률·법집행기관,경기,11,0,0,1
426,2026-07-09,521,법률·법집행기관,경기,12,1,0,1
427,2026-07-08,521,법률·법집행기관,경기,11,1,0,1
428,2026-07-07,521,법률·법집행기관,경기,11,0,0,1
429,2026-07-06,521,법률·법집행기관,경기,11,1,0,1
430,2026-07-05,521,법률·법집행기관,경기,11,1,0,1
431,2026-07-04,521,법률·법집행기관,경기,11,0,0,1
432,2026-07-03,521,법률·법집행기관,경기,11,1,0,1
433,2026-07-02,521,법률·법집행기관,경기,11,0,0,1
434,2026-07-01,521,법률·법집행기관,경기,11,0,0,1
435,2026-07-14,10566,정보보호,서울,155,6,2,0
436,2026-07-13,10566,정보보호,서울,157,5,3,1
437,2026-07-12,10566,정보보호,서울,159,7,5,1
438,2026-07-11,10566,정보보호,서울,157,4,2,1
439,2026-07-10,10566,정보보호,서울,155,5,5,1
440,2026-07-09,10566,정보보호,서울,153,9,6,1
441,2026-07-08,10566,정보보호,서울,155,7,2,1
442,2026-07-07,10566,정보보호,서울,157,9,5,1
443,2026-07-06,10566,정보보호,서울,158,7,6,1
444,2026-07-05,10566,정보보호,서울,160,6,5,1
445,2026-07-04,10566,정보보호,서울,157,7,5,1
446,2026-07-03,10566,정보보호,서울,154,7,4,1
447,2026-07-02,10566,정보보호,서울,152,6,3,1
448,2026-07-01,10566,정보보호,서울,153,4,3,1
449,2026-07-14,522,제조·생산,서울,85,5,2,0
450,2026-07-13,522,제조·생산,서울,87,2,1,1
451,2026-07-12,522,제조·생산,서울,85,2,3,1
452,2026-07-11,522,제조·생산,서울,82,5,1,1
453,2026-07-10,522,제조·생산,서울,83,4,1,1
454,2026-07-09,522,제조·생산,서울,84,2,3,1
455,2026-07-08,522,제조·생산,서울,82,4,1,1
456,2026-07-07,522,제조·생산,서울,83,3,3,1
457,2026-07-06,522,제조·생산,서울,85,3,2,1
458,2026-07-05,522,제조·생산,서울,83,3,2,1
459,2026-07-04,522,제조·생산,서울,84,4,2,1
460,2026-07-03,522,제조·생산,서울,82,3,3,1
461,2026-07-02,522,제조·생산,서울,79,3,1,1
462,2026-07-01,522,제조·생산,서울,80,3,3,1
463,2026-07-14,507,경영·비즈니스,인천,9,0,0,0
464,2026-07-13,507,경영·비즈니스,인천,9,0,0,1
465,2026-07-12,507,경영·비즈니스,인천,9,0,0,1
466,2026-07-11,507,경영·비즈니스,인천,9,0,0,1
467,2026-07-10,507,경영·비즈니스,인천,9,0,0,1
468,2026-07-09,507,경영·비즈니스,인천,9,0,0,1
469,2026-07-08,507,경영·비즈니스,인천,9,0,0,1
470,2026-07-07,507,경영·비즈니스,인천,9,0,0,1
471,2026-07-06,507,경영·비즈니스,인천,10,1,0,1
472,2026-07-05,507,경영·비즈니스,인천,10,1,0,1
473,2026-07-04,507,경영·비즈니스,인천,10,1,0,1
474,2026-07-03,507,경영·비즈니스,인천,10,1,0,1
475,2026-07-02,507,경영·비즈니스,인천,10,0,0,1
476,2026-07-01,507,경영·비즈니스,인천,11,0,0,1
477,2026-07-14,510,고객서비스·리테일,부산,26,1,1,0
478,2026-07-13,510,고객서비스·리테일,부산,26,1,0,1
479,2026-07-12,510,고객서비스·리테일,부산,26,1,0,1
480,2026-07-11,510,고객서비스·리테일,부산,26,1,1,1
481,2026-07-10,510,고객서비스·리테일,부산,27,2,1,1
482,2026-07-09,510,고객서비스·리테일,부산,28,1,0,1
483,2026-07-08,510,고객서비스·리테일,부산,29,1,1,1
484,2026-07-07,510,고객서비스·리테일,부산,30,1,1,1
485,2026-07-06,510,고객서비스·리테일,부산,31,2,0,1
486,2026-07-05,510,고객서비스·리테일,부산,30,1,1,1
487,2026-07-04,510,고객서비스·리테일,부산,30,1,1,1
488,2026-07-03,510,고객서비스·리테일,부산,30,2,1,1
